Age,Distribution
96.7,3.40E-15
96.8,2.62E-15
96.9,2.02E-15
97.0,1.55E-15
97.1,1.19E-15
97.2,9.07E-16
97.3,6.91E-16
97.4,5.26E-16
97.5,3.99E-16
97.6,3.02E-16
97.7,2.28E-16
97.8,1.72E-16
97.9,1.29E-16
98.0,9.70E-17
98.1,7.26E-17
98.2,5.42E-17
98.3,4.03E-17
98.4,3.00E-17
98.5,2.22E-17
98.6,1.64E-17
98.7,1.21E-17
98.8,8.89E-18
98.9,6.52E-18
99.0,4.76E-18
99.1,3.47E-18
99.2,2.53E-18
99.3,1.83E-18
99.4,1.33E-18
99.5,9.57E-19
99.6,6.89E-19
99.7,4.94E-19
99.8,3.54E-19
99.9,2.52E-19
100.0,1.79E-19
100.1,1.27E-19
100.2,9.01E-20
100.3,6.35E-20
100.4,4.47E-20
100.5,3.13E-20
100.6,2.19E-20
100.7,1.53E-20
100.8,1.06E-20
100.9,7.34E-21
101.0,5.07E-21
101.1,3.49E-21
101.2,2.39E-21
101.3,1.64E-21
101.4,1.12E-21
101.5,7.59E-22
101.6,5.14E-22
101.7,3.47E-22
101.8,2.34E-22
101.9,1.57E-22
102.0,1.05E-22
102.1,6.98E-23
102.2,4.63E-23
102.3,3.07E-23
102.4,2.02E-23
102.5,1.33E-23
102.6,8.69E-24
102.7,5.67E-24
102.8,3.69E-24
102.9,2.39E-24
103.0,1.54E-24
103.1,9.91E-25
103.2,6.34E-25
103.3,4.05E-25
103.4,2.57E-25
103.5,1.63E-25
103.6,1.03E-25
103.7,6.46E-26
103.8,4.05E-26
103.9,2.52E-26
104.0,1.57E-26
104.1,9.69E-27
104.2,5.97E-27
104.3,3.66E-27
104.4,2.24E-27
104.5,1.36E-27
104.6,8.26E-28
104.7,4.98E-28
104.8,2.99E-28
104.9,1.79E-28
105.0,1.07E-28
