Age;Distribution
43.3;0.000119954778597383
43.4;0.000121847895619723
43.5;0.000123913114189549
43.6;0.000125978332759375
43.7;0.000127871449781715
43.8;0.000129936668351541
43.9;0.000132001886921367
44;0.000134067105491192
44.1;0.000134755511681134
44.2;0.000135443917871076
44.3;0.000136304425608504
44.4;0.000137164933345931
44.5;0.000137853339535873
44.6;0.000138713847273301
44.7;0.000139402253463242
44.8;0.00014026276120067
44.9;0.000141123268938097
45;0.000141811675128039
45.1;0.00014370479215038
45.2;0.000145942112267691
45.3;0.000148007330837517
45.4;0.000150244650954828
45.5;0.000152309869524654
45.6;0.000154547189641965
45.7;0.000156612408211791
45.8;0.000158677626781617
45.9;0.000160914946898928
46;0.000162980165468754
46.1;0.000166766399513435
46.2;0.000169175821178231
46.3;0.000171413141295543
46.4;0.000173822562960339
46.5;0.000176059883077651
46.6;0.000178297203194962
46.7;0.000180706624859759
46.8;0.00018294394497707
46.9;0.000185353366641867
47;0.000187590686759178
47.1;0.00019017220997146
47.2;0.000191893225446315
47.3;0.000193442139373685
47.4;0.000195163154848539
47.5;0.000196884170323394
47.6;0.000198605185798249
47.7;0.000200154099725618
47.8;0.000201875115200473
47.9;0.000203596130675328
48;0.000205317146150183
48.1;0.000207554466267494
48.2;0.000210996497217204
48.3;0.000214610629714399
48.4;0.000218052660664109
48.5;0.000221666793161304
48.6;0.000225108824111014
48.7;0.000228722956608209
48.8;0.000232164987557919
48.9;0.000235779120055114
49;0.000239221151004823
49.1;0.000243523689691961
49.2;0.000246621517546699
49.3;0.000249891446948923
49.4;0.000252989274803662
49.5;0.000256259204205886
49.6;0.000259529133608111
49.7;0.000262626961462849
49.8;0.000265896890865074
49.9;0.000268994718719812
50;0.000272264648122036
50.1;0.00027519037442929
50.2;0.000276395085261688
50.3;0.000277771897641572
50.4;0.00027897660847397
50.5;0.000280353420853854
50.6;0.000281730233233738
50.7;0.000282934944066137
50.8;0.00028431175644602
50.9;0.000285516467278419
51;0.000286893279658303
51.1;0.000290507412155498
51.2;0.000293777341557722
51.3;0.000297219372507432
51.4;0.000300489301909656
51.5;0.000303931332859366
51.6;0.00030720126226159
51.7;0.0003106432932113
51.8;0.000313913222613524
51.9;0.000317355253563233
52;0.000320625182965458
52.1;0.000324755620105109
52.2;0.000328369752602304
52.3;0.0003319838850995
52.4;0.000335598017596695
52.5;0.000339040048546405
52.6;0.0003426541810436
52.7;0.000346268313540795
52.8;0.000349710344490505
52.9;0.0003533244769877
53;0.000356938609484895
53.1;0.000361929554361974
53.2;0.000366232093049111
53.3;0.000370362530188763
53.4;0.0003746650688759
53.5;0.000378795506015551
53.6;0.000383098044702689
53.7;0.000387400583389826
53.8;0.000391531020529477
53.9;0.000395833559216614
54;0.000400136097903752
54.1;0.000406848058255685
54.2;0.000414076323250076
54.3;0.000421132486696981
54.4;0.000428188650143885
54.5;0.00043524481359079
54.6;0.000442300977037695
54.7;0.000449529242032086
54.8;0.00045658540547899
54.9;0.000463641568925895
55;0.0004706977323728
55.1;0.000478442302009647
55.2;0.000483949551529182
55.3;0.000489456801048718
55.4;0.000494964050568253
55.5;0.000500299198540304
55.6;0.000505806448059839
55.7;0.000511313697579374
55.8;0.000516648845551425
55.9;0.00052215609507096
56;0.000527663344590496
56.1;0.000534547406489915
56.2;0.000540743062199392
56.3;0.000547110819456355
56.4;0.000553306475165833
56.5;0.00055950213087531
56.6;0.000565697786584788
56.7;0.000571893442294265
56.8;0.000578089098003742
56.9;0.00058428475371322
57;0.000590480409422697
57.1;0.000600462299176855
57.2;0.00060906737655113
57.3;0.000617500352377918
57.4;0.000626105429752193
57.5;0.000634538405578981
57.6;0.000643143482953256
57.7;0.000651576458780044
57.8;0.000660181536154319
57.9;0.000668614511981107
58;0.000677219589355382
58.1;0.000685480463634685
58.2;0.000691331916249191
58.3;0.000697183368863698
58.4;0.000702862719930719
58.5;0.000708714172545225
58.6;0.000714565625159732
58.7;0.000720244976226753
58.8;0.000726096428841259
58.9;0.000731947881455766
59;0.000737627232522787
59.1;0.000744167091327235
59.2;0.000750018543941742
59.3;0.000755869996556248
59.4;0.000761721449170754
59.5;0.000767572901785261
59.6;0.000773424354399767
59.7;0.000779275807014274
59.8;0.000784955158081295
59.9;0.000790806610695801
60;0.000796658063310308
60.1;0.00080457473449464
60.2;0.000810942491751603
60.3;0.000817310249008566
60.4;0.000823678006265529
60.5;0.000830045763522492
60.6;0.000836413520779455
60.7;0.000842953379583903
60.8;0.000849321136840866
60.9;0.000855688894097829
61;0.000862056651354792
61.1;0.000871694338013979
61.2;0.000877717892175971
61.3;0.000883569344790477
61.4;0.000889592898952469
61.5;0.000895616453114461
61.6;0.000901467905728968
61.7;0.00090749145989096
61.8;0.000913515014052952
61.9;0.000919366466667458
62;0.00092539002082945
62.1;0.0009307251688015
62.2;0.00093606031677355
62.3;0.0009413954647456
62.4;0.000946902714265136
62.5;0.000952237862237186
62.6;0.000957745111756721
62.7;0.000963080259728771
62.8;0.000968587509248307
62.9;0.000973922657220357
63;0.000979429906739892
63.1;0.000986313968639312
63.2;0.000992509624348789
63.3;0.000998705280058267
63.4;0.00100490093576774
63.5;0.00101109659147722
63.6;0.0010172922471867
63.7;0.00102366000444366
63.8;0.00102985566015314
63.9;0.00103605131586262
64;0.00104224697157209
64.1;0.00105618719691842
64.2;0.00106789010214743
64.3;0.00107976510892393
64.4;0.00109164011570043
64.5;0.00110351512247693
64.6;0.00111521802770594
64.7;0.00112709303448244
64.8;0.00113896804125894
64.9;0.00115084304803543
65;0.00116271805481193
65.1;0.0011749372646834
65.2;0.00118388654515265
65.3;0.00119283582562189
65.4;0.00120178510609114
65.5;0.00121073438656038
65.6;0.00121968366702963
65.7;0.00122863294749887
65.8;0.00123741012642063
65.9;0.00124635940688988
66;0.00125530868735912
66.1;0.00126649528794568
66.2;0.00127819819317469
66.3;0.00128990109840371
66.4;0.0013017761051802
66.5;0.00131347901040922
66.6;0.00132518191563823
66.7;0.00133705692241473
66.8;0.00134875982764374
66.9;0.00136046273287276
67;0.00137216563810177
67.1;0.00138748267582798
67.2;0.00140107869807933
67.3;0.00141484682187817
67.4;0.00142844284412952
67.5;0.00144221096792836
67.6;0.00145580699017971
67.7;0.00146957511397855
67.8;0.00148317113622991
67.9;0.00149693926002874
68;0.0015105352822801
68.1;0.00153032696024093
68.2;0.0015425461701124
68.3;0.00155459327843638
68.4;0.00156681248830785
68.5;0.00157885959663183
68.6;0.0015910788065033
68.7;0.00160312591482729
68.8;0.00161534512469876
68.9;0.00162739223302274
69;0.00163961144289421
69.1;0.00164976543419585
69.2;0.00165940312085504
69.3;0.00166921290906171
69.4;0.00167902269726839
69.5;0.00168866038392757
69.6;0.00169847017213425
69.7;0.00170810785879343
69.8;0.00171791764700011
69.9;0.00172772743520678
70;0.00173736512186597
70.1;0.00175199375340223
70.2;0.0017642129632737
70.3;0.00177660427469266
70.4;0.00178899558611161
70.5;0.00180138689753057
70.6;0.00181377820894952
70.7;0.00182616952036848
70.8;0.00183856083178743
70.9;0.00185095214320639
71;0.00186334345462534
71.1;0.00187934889854149
71.2;0.00189191231150793
71.3;0.00190464782602186
71.4;0.0019172112389883
71.5;0.00192977465195474
71.6;0.00194233806492118
71.7;0.00195490147788762
71.8;0.00196746489085406
71.9;0.00198020040536798
72;0.00199276381833443
72.1;0.00201135078546286
72.2;0.00202374209688181
72.3;0.00203630550984825
72.4;0.00204869682126721
72.5;0.00206126023423365
72.6;0.0020736515456526
72.7;0.00208604285707156
72.8;0.002098606270038
72.9;0.00211099758145695
73;0.00212356099442339
73.1;0.00214335267238422
73.2;0.0021650374673674
73.3;0.00218689436389805
73.4;0.00220875126042871
73.5;0.00223043605541188
73.6;0.00225229295194254
73.7;0.00227397774692571
73.8;0.00229583464345636
73.9;0.00231769153998702
74;0.00233937633497019
74.1;0.00237379664446729
74.2;0.00240339811063479
74.3;0.00243317167834978
74.4;0.00246277314451728
74.5;0.00249237461068479
74.6;0.00252197607685229
74.7;0.00255157754301979
74.8;0.00258135111073478
74.9;0.00261095257690229
75;0.00264055404306979
75.1;0.0026772116726842
75.2;0.00271025516980141
75.3;0.00274312656537114
75.4;0.00277617006248835
75.5;0.00280921355960556
75.6;0.00284208495517529
75.7;0.0028751284522925
75.8;0.00290817194940972
75.9;0.00294121544652693
76;0.00297408684209666
76.1;0.00300592562838147
76.2;0.00303156875895681
76.3;0.00305738399107963
76.4;0.00308302712165497
76.5;0.00310884235377779
76.6;0.00313448548435313
76.7;0.00316030071647595
76.8;0.00318594384705129
76.9;0.00321175907917411
77;0.00323740220974945
77.1;0.00326545476198958
77.2;0.00328627904923533
77.3;0.00330693123493358
77.4;0.00332775552217933
77.5;0.00334840770787759
77.6;0.00336923199512333
77.7;0.00338988418082159
77.8;0.00341070846806733
77.9;0.00343136065376559
78;0.00345218494101133
78.1;0.00347283712670959
78.2;0.00348075379789392
78.3;0.00348867046907826
78.4;0.00349675924181007
78.5;0.00350467591299441
78.6;0.00351259258417874
78.7;0.00352068135691056
78.8;0.00352859802809489
78.9;0.00353651469927922
79;0.00354460347201104
79.1;0.00355045492462555
79.2;0.00354925021379315
79.3;0.00354804550296075
79.4;0.00354684079212835
79.5;0.00354563608129595
79.6;0.00354443137046355
79.7;0.00354339876117864
79.8;0.00354219405034624
79.9;0.00354098933951384
80;0.00353978462868145
80.1;0.00353806361320659
80.2;0.00353754730856413
80.3;0.00353703100392168
80.4;0.00353651469927922
80.5;0.00353599839463676
80.6;0.00353548208999431
80.7;0.00353496578535185
80.8;0.0035344494807094
80.9;0.00353393317606694
81;0.00353341687142448
81.1;0.00353427737916191
81.2;0.00353272846523454
81.3;0.00353117955130717
81.4;0.0035296306373798
81.5;0.00352808172345243
81.6;0.00352653280952506
81.7;0.00352498389559769
81.8;0.00352343498167032
81.9;0.00352188606774296
82;0.00352033715381559
82.1;0.00351637881822342
82.2;0.00351259258417874
82.3;0.00350880635013406
82.4;0.00350502011608938
82.5;0.0035012338820447
82.6;0.00349744764800002
82.7;0.00349366141395534
82.8;0.00349004728145814
82.9;0.00348626104741346
83;0.00348247481336878
83.1;0.00348230271182129
83.2;0.0034845400319386
83.3;0.00348660525050843
83.4;0.00348867046907826
83.5;0.00349073568764808
83.6;0.00349280090621791
83.7;0.00349503822633522
83.8;0.00349710344490505
83.9;0.00349916866347487
84;0.0035012338820447
84.1;0.0035012338820447
84.2;0.00350192228823464
84.3;0.00350261069442458
84.4;0.00350312699906704
84.5;0.00350381540525698
84.6;0.00350450381144692
84.7;0.00350502011608938
84.8;0.00350570852227932
84.9;0.00350639692846926
85;0.00350691323311172
85.1;0.00350622482692178
85.2;0.00350415960835195
85.3;0.00350226649132961
85.4;0.00350020127275978
85.5;0.00349813605418996
85.6;0.00349624293716762
85.7;0.00349417771859779
85.8;0.00349211250002797
85.9;0.00349021938300563
86;0.0034881541644358
86.1;0.00348471213348609
86.2;0.00348350742265369
86.3;0.00348247481336878
86.4;0.00348144220408387
86.5;0.00348023749325147
86.6;0.00347920488396655
86.7;0.00347817227468164
86.8;0.00347696756384924
86.9;0.00347593495456433
87;0.00347490234527942
87.1;0.00346836248647497
87.2;0.00345820849517333
87.3;0.00344805450387168
87.4;0.00343772841102255
87.5;0.00342757441972091
87.6;0.00341742042841927
87.7;0.00340726643711762
87.8;0.00339694034426849
87.9;0.00338678635296685
88;0.00337663236166521
88.1;0.00335976641001163
88.2;0.00334496567692788
88.3;0.00333016494384413
88.4;0.00331536421076037
88.5;0.00330073557922411
88.6;0.00328593484614036
88.7;0.0032711341130566
88.8;0.00325633337997285
88.9;0.0032415326468891
89;0.00322673191380535
89.1;0.00320848914977189
89.2;0.00319145109657082
89.3;0.00317458514491725
89.4;0.00315754709171618
89.5;0.00314068114006261
89.6;0.00312364308686154
89.7;0.00310677713520797
89.8;0.0030897390820069
89.9;0.00307287313035333
90;0.00305583507715226
90.1;0.00303139665740932
90.2;0.00300833505004627
90.3;0.00298510134113573
90.4;0.00296203973377267
90.5;0.00293897812640962
90.6;0.00291591651904656
90.7;0.00289285491168351
90.8;0.00286979330432045
90.9;0.00284655959540991
91;0.00282349798804686
91.1;0.00279716645128158
91.2;0.00277617006248835
91.3;0.00275517367369512
91.4;0.00273417728490189
91.5;0.00271318089610866
91.6;0.00269218450731543
91.7;0.0026711881185222
91.8;0.00265036383127646
91.9;0.00262936744248323
92;0.00260837105369
92.1;0.00257859748597501
92.2;0.00255570798015944
92.3;0.00253264637279639
92.4;0.00250958476543334
92.5;0.00248669525961777
92.6;0.00246363365225471
92.7;0.00244057204489166
92.8;0.00241768253907609
92.9;0.00239462093171303
93;0.00237155932434998
93.1;0.00234006474116013
93.2;0.00231201218892
93.3;0.00228395963667986
93.4;0.00225590708443973
93.5;0.0022278545321996
93.6;0.00219980197995946
93.7;0.00217192152926681
93.8;0.00214386897702668
93.9;0.00211581642478655
94;0.00208776387254641
94.1;0.00205248305531189
94.2;0.00202494680771421
94.3;0.00199723845856905
94.4;0.00196970221097137
94.5;0.00194199386182621
94.6;0.00191445761422853
94.7;0.00188674926508337
94.8;0.00185921301748569
94.9;0.00183150466834053
95;0.00180396842074285
95.1;0.00177092492362564
95.2;0.00174115135591065
95.3;0.00171120568664817
95.4;0.00168143211893318
95.5;0.00165165855121819
95.6;0.00162188498350321
95.7;0.00159211141578822
95.8;0.00156233784807323
95.9;0.00153239217881075
96;0.00150261861109577
96.1;0.00146768199695621
96.2;0.00144135046019093
96.3;0.00141484682187817
96.4;0.00138851528511289
96.5;0.00136218374834761
96.6;0.00133585221158233
96.7;0.00130952067481705
96.8;0.00128318913805177
96.9;0.00125668549973901
97;0.00123035396297373
97.1;0.00120230141073359
97.2;0.00118285393586774
97.3;0.00116340646100188
97.4;0.00114395898613602
97.5;0.00112451151127016
97.6;0.00110489193485681
97.7;0.00108544445999095
97.8;0.00106599698512509
97.9;0.00104654951025923
98;0.00102710203539337
98.1;0.000997844772320839
98.2;0.000975815774242697
98.3;0.00095361467461707
98.4;0.000931585676538928
98.5;0.000909556678460786
98.6;0.000887527680382644
98.7;0.000865326580757016
98.8;0.000843297582678874
98.9;0.000821268584600732
99;0.000799067484975105
99.1;0.000772219643567369
99.2;0.000750706950131683
99.3;0.000729194256695998
99.4;0.000707681563260312
99.5;0.000686168869824627
99.6;0.000664656176388941
99.7;0.000643315584500741
99.8;0.000621802891065056
99.9;0.00060029019762937
100;0.000578777504193684
100.1;0.000554855389093202
100.2;0.000536096320417284
100.3;0.000517337251741366
100.4;0.000498750284612934
100.5;0.000479991215937016
100.6;0.000461232147261099
100.7;0.000442473078585181
100.8;0.000423714009909263
100.9;0.000405127042780831
101;0.000386367974104913
101.1;0.000366404194596597
101.2;0.000348161430563135
101.3;0.000329918666529674
101.4;0.000311675902496212
101.5;0.000293433138462751
101.6;0.00027519037442929
101.7;0.000256775508848343
101.8;0.000238532744814882
101.9;0.00022028998078142
102;0.000202047216747959
102.1;0.000183116046524556
102.2;0.000173994664507825
102.3;0.000164873282491094
102.4;0.000155751900474363
102.5;0.000146630518457633
102.6;0.000137509136440902
102.7;0.000128215652876686
102.8;0.000119094270859955
102.9;0.000109972888843225
103;0.000100851506826494
103.1;9.13859217147923E-05
103.2;8.67391799326842E-05
103.3;8.22645396980616E-05
103.4;7.76177979159535E-05
103.5;7.31431576813309E-05
103.6;6.84964158992228E-05
103.7;6.38496741171148E-05
103.8;5.93750338824922E-05
103.9;5.47282921003841E-05
104;5.0081550318276E-05
104.1;4.54348085361679E-05
104.2;4.30253868713711E-05
104.3;4.07880667540598E-05
104.4;3.85507466367485E-05
104.5;3.63134265194372E-05
104.6;3.40761064021259E-05
104.7;3.18387862848146E-05
104.8;2.94293646200179E-05
104.9;2.71920445027066E-05
105;2.49547243853953E-05
